line,question,question_type,keywords
171,what are the applications of clustering techniques ?,clustering,['clustering']
172,where do we apply clustering techniques ?,clustering,['clustering']
173,tell me some a of clustering techniques ?,clustering,['clustering']
174,list out some applications of clustering techniques ?,clustering,['clustering']
175,what is the application of clustering techniques ?,clustering,['clustering']
176,where is clustering techniques applicable?,clustering,['clustering']
177,list me few applications of clustering techniques ?,clustering,['clustering']
178,what are the real time applications of clustering techniques ?,clustering,['clustering']
179,list some applications of clustering techniques ?,clustering,['clustering']
180,any business applications of clustering?,clustering,['clustering']
181,Main business applications of clustering techniques ?,clustering,['clustering']
182,what are the business applications of clustering techniques ?,clustering,['clustering']
183,where do we apply clustering?,clustering,['clustering']
184,tell me some business applications of clustering  ?,clustering,['clustering']
185,list out some business applications of clustering techniques ?,clustering,['clustering']
186,what is the business application of clustering?,clustering,['clustering']
187,where is clustering techniques applicable?,clustering,['clustering']
188,list me few business applications of clustering ?,clustering,['clustering']
189,what are the real time business applications of clustering?,clustering,['clustering']
190,list some business applications of clustering techniques ?,clustering,['clustering']
191,What is exclusive clustering?,clustering,['clustering']
192,Tell me about exclusive clustering?,clustering,['clustering']
193,What do you know about exclusive clustering?,clustering,['clustering']
194,Do you know about exclusive clustering?,clustering,['clustering']
195,What is the process of exclusive clustering?,clustering,['clustering']
196,How exclusive clustering works ?,clustering,['clustering']
197,Tell me exclusive clustering?,clustering,['clustering']
198,About exclusive clustering?,clustering,['clustering']
199,line question clustering, clustering,['clustering']
200,Let me know about exclusive clustering?,clustering,['clustering']
201,What do you say about exclusive clustering?,clustering,['clustering']
202,What does exclusive clustering mean?,clustering,"['clustering', 'mean']"
203,Explain exclusive clustering?,clustering,['clustering']
204,Define exclusive clustering?,clustering,['clustering']
205,Can you explain about exclusive clustering?,clustering,['clustering']
206,Can you say something about exclusive clustering?,clustering,['clustering']
207,Can you explain briefly about exclusive clustering?,clustering,['clustering']
208,Can you give a short summary about exclusive clustering?,clustering,"['clustering', 'summary']"
209,What is overlapping clustering?,clustering,['clustering']
210,Tell me about overlapping clustering?,clustering,['clustering']
211,What do you know about overlapping clustering?,clustering,['clustering']
212,Do you know about overlapping clustering?,clustering,['clustering']
213,What is the process of overlapping clustering?,clustering,['clustering']
214,How overlapping clustering works ?,clustering,['clustering']
215,Tell me overlapping clustering?,clustering,['clustering']
216,About overlapping clustering?,clustering,['clustering']
217,Let me know about overlapping clustering?,clustering,['clustering']
218,What do you say about overlapping clustering?,clustering,['clustering']
219,What does overlapping clustering mean?,clustering,"['clustering', 'mean']"
220,Explain overlapping clustering?,clustering,['clustering']
221,Define overlapping clustering?,clustering,['clustering']
222,Can you explain about overlapping clustering?,clustering,['clustering']
223,Can you say something about overlapping clustering?,clustering,['clustering']
224,Can you explain briefly about overlapping clustering?,clustering,['clustering']
225,Can you give a short summary about overlapping clustering?,clustering,"['clustering', 'summary']"
226,What is k value?,clustering,[]
227,Tell me about k value?,clustering,[]
228,What do you know about k value?,clustering,[]
229,Do you know about k value?,clustering,[]
230,What is the process of k value?,clustering,[]
231,How k value works ?,clustering,[]
232,Tell me k value?,clustering,[]
233,About k value?,clustering,[]
234,Let me know about k value?,clustering,[]
235,What do you say about k value?,clustering,[]
236,What does k value mean?,clustering,['mean']
237,Explain k value?,clustering,[]
238,Define k value?,clustering,[]
239,Can you explain about k value?,clustering,[]
240,Can you say something about k value?,clustering,[]
241,Can you explain briefly about k value?,clustering,[]
242,Can you give a short summary about k value?,clustering,['summary']
243,What is total variance?,clustering,['variance']
244,Tell me about total variance?,clustering,['variance']
245,What do you know about total variance?,clustering,['variance']
246,Do you know about total variance?,clustering,['variance']
247,What is the process of total variance?,clustering,['variance']
248,How total variance works ?,clustering,['variance']
249,Tell me total variance?,clustering,['variance']
250,About total variance?,clustering,['variance']
251,Let me know about total variance?,clustering,['variance']
252,What do you say about total variance?,clustering,['variance']
253,What does total variance mean?,clustering,"['variance', 'mean']"
254,Explain total variance?,clustering,['variance']
255,Define total variance?,clustering,['variance']
256,Can you explain about total variance?,clustering,['variance']
257,Can you say something about total variance?,clustering,['variance']
258,Can you explain briefly about total variance?,clustering,['variance']
259,Can you give a short summary about total variance?,clustering,"['variance', 'summary']"
260,What is elbow curve?,clustering,[]
261,Tell me about elbow curve?,clustering,[]
262,What do you know about elbow curve?,clustering,[]
263,Do you know about elbow curve?,clustering,[]
264,What is the process of elbow curve?,clustering,[]
265,How elbow curve works ?,clustering,[]
266,Tell me elbow curve?,clustering,[]
267,About elbow curve?,clustering,[]
268,Let me know about elbow curve?,clustering,[]
269,What do you say about elbow curve?,clustering,[]
270,What does elbow curve mean?,clustering,['mean']
271,Explain elbow curve?,clustering,[]
272,Define elbow curve?,clustering,[]
273,Can you explain about elbow curve?,clustering,[]
274,Can you say something about elbow curve?,clustering,[]
275,Can you explain briefly about elbow curve?,clustering,[]
276,Can you give a short summary about elbow curve?,clustering,['summary']
277,What is elbow point?,clustering,['elbow point']
278,Tell me about elbow point?,clustering,['elbow point']
279,What do you know about elbow point?,clustering,['elbow point']
280,Do you know about elbow point?,clustering,['elbow point']
281,What is the process of elbow point?,clustering,['elbow point']
282,How elbow point works ?,clustering,['elbow point']
283,Tell me elbow point?,clustering,['elbow point']
284,About elbow point?,clustering,['elbow point']
285,Let me know about elbow point?,clustering,['elbow point']
286,What do you say about elbow point?,clustering,['elbow point']
287,What does elbow point mean?,clustering,"['elbow point', 'mean']"
288,Explain elbow point?,clustering,['elbow point']
289,Define elbow point?,clustering,['elbow point']
290,Can you explain about elbow point?,clustering,['elbow point']
291,Can you say something about elbow point?,clustering,['elbow point']
292,Can you explain briefly about elbow point?,clustering,['elbow point']
293,Can you give a short summary about elbow point?,clustering,"['elbow point', 'summary']"
294,What is variability?,clustering,[]
295,Tell me about variability?,clustering,[]
296,What do you know about variability?,clustering,[]
297,Do you know about variability?,clustering,[]
298,What is the process of variability?,clustering,[]
299,How variability works ?,clustering,[]
300,Tell me variability?,clustering,[]
301,About variability?,clustering,[]
302,Let me know about variability?,clustering,[]
303,What is variability?,clustering,[]
304,What do you say about variability?,clustering,[]
305,What does variability mean?,clustering,['mean']
306,Explain variability?,clustering,[]
307,Define variability?,clustering,[]
308,Can you explain about variability?,clustering,[]
309,Can you say something about variability?,clustering,[]
310,Can you explain briefly about variability?,clustering,[]
311,Can you give a short summary about variability?,clustering,['summary']
312,What is dissimilarity?,clustering,[]
313,Tell me about dissimilarity?,clustering,[]
314,What do you know about dissimilarity?,clustering,[]
315,Do you know about dissimilarity?,clustering,[]
316,What is the process of dissimilarity?,clustering,[]
317,How dissimilarity works ?,clustering,[]
318,Tell me dissimilarity?,clustering,[]
319,About dissimilarity?,clustering,[]
320,Let me know about dissimilarity?,clustering,[]
321,What do you say about dissimilarity?,clustering,[]
322,What does dissimilarity mean?,clustering,['mean']
323,Explain dissimilarity?,clustering,[]
324,Define dissimilarity?,clustering,[]
325,Can you explain about dissimilarity?,clustering,[]
326,Can you say something about dissimilarity?,clustering,[]
327,Can you explain briefly about dissimilarity?,clustering,[]
328,Can you give a short summary about dissimilarity?,clustering,['summary']
329,What is euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
330,Tell me about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
331,What do you know about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
332,Do you know about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
333,What is the process of euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
334,How euclidean distance works ?,clustering,"['euclidean distance', 'euclidean']"
335,Tell me euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
336,About euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
337,Let me know about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
338,What do you say about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
339,What does euclidean distance mean?,clustering,"['euclidean distance', 'euclidean', 'mean']"
340,Explain euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
341,Define euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
342,Can you explain about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
343,Can you say something about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
344,Can you explain briefly about euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
345,Can you give a short summary about euclidean distance?,clustering,"['euclidean distance', 'euclidean', 'summary']"
346,What is linkage metric?,clustering,['metric']
347,Tell me about linkage metrics?,clustering,['metrics']
348,What do you know about linkage metrics?,clustering,['metrics']
349,Do you know about linkage metrics?,clustering,['metrics']
350,What is the process of linkage metrics?,clustering,['metrics']
351,How linkage metrics works ?,clustering,['metrics']
352,Tell me linkage metrics?,clustering,['metrics']
353,About linkage metrics?,clustering,['metrics']
354,Let me know about linkage metrics?,clustering,['metrics']
355,What do you say about linkage metrics?,clustering,['metrics']
356,What does linkage metrics mean?,clustering,"['metrics', 'mean']"
357,Explain linkage metrics?,clustering,['metrics']
358,Define linkage metrics?,clustering,['metrics']
359,Can you explain about linkage metrics?,clustering,['metrics']
360,Can you say something about linkage metrics?,clustering,['metrics']
361,Can you explain briefly about linkage metrics?,clustering,['metrics']
362,Can you give a short summary about linkage metrics?,clustering,"['summary', 'metrics']"
363,What is z scaling?,clustering,['scaling']
364,Tell me about z scaling?,clustering,['scaling']
365,What do you know about z scaling?,clustering,['scaling']
366,Do you know about z scaling?,clustering,['scaling']
367,What is the process of z scaling?,clustering,['scaling']
368,How z scaling works ?,clustering,['scaling']
369,Tell me z scaling?,clustering,['scaling']
370,About z scaling?,clustering,['scaling']
371,Let me know about z scaling?,clustering,['scaling']
372,What do you say about z scaling?,clustering,['scaling']
373,What does z scaling mean?,clustering,"['scaling', 'mean']"
374,Explain z scaling?,clustering,['scaling']
375,Define z scaling?,clustering,['scaling']
376,Can you explain about z scaling?,clustering,['scaling']
377,Can you say something about z scaling?,clustering,['scaling']
378,Can you explain briefly about z scaling?,clustering,['scaling']
379,Can you give a short summary about z scaling?,clustering,"['scaling', 'summary']"
380,What is fuzzy c means clustering?,clustering,['clustering']
381,Tell me about fuzzy c means clustering?,clustering,['clustering']
382,What do you know about fuzzy c means clustering?,clustering,['clustering']
383,Do you know about fuzzy c means clustering?,clustering,['clustering']
384,What is the process of fuzzy c means clustering?,clustering,['clustering']
385,How fuzzy c means works ?,clustering,[]
386,Tell me fuzzy c means clustering?,clustering,['clustering']
387,About fuzzy c means clustering?,clustering,['clustering']
388,Let me know about fuzzy c means clustering?,clustering,['clustering']
389,What do you say about fuzzy c means clustering?,clustering,['clustering']
390,What does fuzzy c means clustering mean?,clustering,"['clustering', 'mean']"
391,Explain fuzzy c means clustering?,clustering,['clustering']
392,Define fuzzy c means clustering?,clustering,['clustering']
393,Can you explain about fuzzy c means clustering?,clustering,['clustering']
394,Can you say something about fuzzy c means clustering?,clustering,['clustering']
395,Can you explain briefly about fuzzy c means clustering?,clustering,['clustering']
396,Can you give a short summary about fuzzy c means clustering?,clustering,"['clustering', 'summary']"
397,What is divisive clustering?,clustering,"['divisive clustering', 'clustering']"
398,Tell me about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
399,What do you know about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
400,Do you know about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
401,What is the process of divisive clustering?,clustering,"['divisive clustering', 'clustering']"
402,How divisive clustering works ?,clustering,"['divisive clustering', 'clustering']"
403,Tell me divisive clustering?,clustering,"['divisive clustering', 'clustering']"
404,About divisive clustering?,clustering,"['divisive clustering', 'clustering']"
405,Let me know about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
406,What do you say about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
407,What does divisive clustering mean?,clustering,"['divisive clustering', 'clustering', 'mean']"
408,Explain divisive clustering?,clustering,"['divisive clustering', 'clustering']"
409,Define divisive clustering?,clustering,"['divisive clustering', 'clustering']"
410,Can you explain about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
411,Can you say something about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
412,Can you explain briefly about divisive clustering?,clustering,"['divisive clustering', 'clustering']"
413,Can you give a short summary about divisive clustering?,clustering,"['divisive clustering', 'clustering', 'summary']"
414,What is agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
415,Tell me about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
416,What do you know about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
417,Do you know about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
418,What is the process of agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
419,How agglomerative clustering works ?,clustering,"['clustering', 'agglomerative clustering']"
420,Tell me agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
421,About agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
422,Let me know about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
423,What do you say about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
424,What does agglomerative clustering mean?,clustering,"['clustering', 'agglomerative clustering', 'mean']"
425,Explain agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
426,Define agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
427,Can you explain about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
428,Can you say something about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
429,Can you explain briefly about agglomerative clustering?,clustering,"['clustering', 'agglomerative clustering']"
430,Can you give a short summary about agglomerative clustering?,clustering,"['clustering', 'summary', 'agglomerative clustering']"
431,What is cosine distance measure?,clustering,['cosine distance']
432,Tell me about cosine distance measure?,clustering,['cosine distance']
433,What do you know about cosine distance measure?,clustering,['cosine distance']
434,Do you know about cosine distance measure?,clustering,['cosine distance']
435,What is the process of cosine distance measure?,clustering,['cosine distance']
436,How cosine distance measure works ?,clustering,['cosine distance']
437,Tell me cosine distance measure?,clustering,['cosine distance']
438,About cosine distance measure?,clustering,['cosine distance']
439,Let me know about cosine distance measure?,clustering,['cosine distance']
440,What do you say about cosine distance measure?,clustering,['cosine distance']
441,What does cosine distance measure mean?,clustering,"['cosine distance', 'mean']"
442,Explain cosine distance measure?,clustering,['cosine distance']
443,Define cosine distance measure?,clustering,['cosine distance']
444,Can you explain about cosine distance measure?,clustering,['cosine distance']
445,Can you say something about cosine distance measure?,clustering,['cosine distance']
446,Can you explain briefly about cosine distance measure?,clustering,['cosine distance']
447,Can you give a short summary about cosine distance measure?,clustering,"['summary', 'cosine distance']"
448,What is squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
449,Tell me about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
450,What do you know about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
451,Do you know about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
452,What is the process of squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
453,How squared euclidean distance works ?,clustering,"['euclidean distance', 'euclidean']"
454,Tell me squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
455,About squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
456,Let me know about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
457,What do you say about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
458,What does squared euclidean distance mean?,clustering,"['euclidean distance', 'euclidean', 'mean']"
459,Explain squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
460,Define squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
461,Can you explain about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
462,Can you say something about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
463,Can you explain briefly about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean']"
464,Can you give a short summary about squared euclidean distance?,clustering,"['euclidean distance', 'euclidean', 'summary']"
465,What is manhattan distance measure?,clustering,['manhattan distance']
466,Tell me about manhattan distance measure?,clustering,['manhattan distance']
467,What do you know about manhattan distance measure?,clustering,['manhattan distance']
468,Do you know about manhattan distance measure?,clustering,['manhattan distance']
469,What is the process of manhattan distance measure?,clustering,['manhattan distance']
470,How manhattan distance measure works ?,clustering,['manhattan distance']
471,Tell me manhattan distance measure?,clustering,['manhattan distance']
472,About manhattan distance measure?,clustering,['manhattan distance']
473,Let me know about manhattan distance measure?,clustering,['manhattan distance']
474,What do you say about manhattan distance measure?,clustering,['manhattan distance']
475,What does manhattan distance measure mean?,clustering,"['manhattan distance', 'mean']"
476,Explain manhattan distance measure?,clustering,['manhattan distance']
477,Define manhattan distance measure?,clustering,['manhattan distance']
478,Can you explain about manhattan distance measure?,clustering,['manhattan distance']
479,Can you say something about manhattan distance measure?,clustering,['manhattan distance']
480,Can you explain briefly about manhattan distance measure?,clustering,['manhattan distance']
481,Can you give a short summary about manhattan distance measure?,clustering,"['summary', 'manhattan distance']"
482,What is convergence?,clustering,['convergence']
483,Tell me about convergence?,clustering,['convergence']
484,What do you know about convergence?,clustering,['convergence']
485,Do you know about convergence?,clustering,['convergence']
486,What is the process of convergence?,clustering,['convergence']
487,How convergence works ?,clustering,['convergence']
488,Tell me convergence?,clustering,['convergence']
489,About convergence?,clustering,['convergence']
490,Let me know about convergence?,clustering,['convergence']
491,What do you say about convergence?,clustering,['convergence']
492,What does convergence mean?,clustering,"['convergence', 'mean']"
493,Explain convergence?,clustering,['convergence']
494,Define convergence?,clustering,['convergence']
495,Can you explain about convergence?,clustering,['convergence']
496,Can you say something about convergence?,clustering,['convergence']
497,Can you explain briefly about convergence?,clustering,['convergence']
498,Can you give a short summary about convergence?,clustering,"['convergence', 'summary']"
499,What is elbow method?,clustering,[]
500,Tell me about elbow method?,clustering,[]
501,What do you know about elbow method?,clustering,[]
502,Do you know about elbow method?,clustering,[]
503,What is the process of elbow method?,clustering,[]
504,How elbow method works ?,clustering,[]
505,Tell me elbow method?,clustering,[]
506,About elbow method?,clustering,[]
507,Let me know about elbow method?,clustering,[]
508,What do you say about elbow method?,clustering,[]
509,What does elbow method mean?,clustering,['mean']
510,Explain elbow method?,clustering,[]
511,Define elbow method?,clustering,[]
512,Can you explain about elbow method?,clustering,[]
513,Can you say something about elbow method?,clustering,[]
514,Can you explain briefly about elbow method?,clustering,[]
515,Can you give a short summary about elbow method?,clustering,['summary']
516,What is wss?,clustering,[]
517,Tell me about wss?,clustering,[]
518,What do you know about wss?,clustering,[]
519,Do you know about wss?,clustering,[]
520,What is the process of wss?,clustering,[]
521,How wss works ?,clustering,[]
522,Tell me wss?,clustering,[]
523,About wss?,clustering,[]
524,Let me know about wss?,clustering,[]
525,What do you say about wss?,clustering,[]
526,What does wss mean?,clustering,['mean']
527,Explain wss?,clustering,[]
528,Define wss?,clustering,[]
529,Can you explain about wss?,clustering,[]
530,Can you say something about wss?,clustering,[]
531,Can you explain briefly about wss?,clustering,[]
532,Can you give a short summary about wss?,clustering,['summary']
533,What is intragroup variance?,clustering,['variance']
534,Tell me about intragroup variance?,clustering,['variance']
535,What do you know about intragroup variance?,clustering,['variance']
536,Do you know about intragroup variance?,clustering,['variance']
537,What is the process of intragroup variance?,clustering,['variance']
538,How intragroup variance works ?,clustering,['variance']
539,Tell me intragroup variance?,clustering,['variance']
540,About intragroup variance?,clustering,['variance']
541,Let me know about intragroup variance?,clustering,['variance']
542,What do you say about intragroup variance?,clustering,['variance']
543,What does intragroup variance mean?,clustering,"['variance', 'mean']"
544,Explain intragroup variance?,clustering,['variance']
545,Define intragroup variance?,clustering,['variance']
546,Can you explain about intragroup variance?,clustering,['variance']
547,Can you say something about intragroup variance?,clustering,['variance']
548,Can you explain briefly about intragroup variance?,clustering,['variance']
549,Can you give a short summary about intragroup variance?,clustering,"['variance', 'summary']"
550,What is intergroup variance?,clustering,['variance']
551,Tell me about intergroup variance?,clustering,['variance']
552,What do you know about intergroup variance?,clustering,['variance']
553,Do you know about intergroup variance?,clustering,['variance']
554,What is the process of intergroup variance?,clustering,['variance']
555,How intergroup variance works ?,clustering,['variance']
556,Tell me intergroup variance?,clustering,['variance']
557,About intergroup variance?,clustering,['variance']
558,Let me know about intergroup variance?,clustering,['variance']
559,What do you say about intergroup variance?,clustering,['variance']
560,What does intergroup variance mean?,clustering,"['variance', 'mean']"
561,Explain intergroup variance?,clustering,['variance']
562,Define intergroup variance?,clustering,['variance']
563,Can you explain about intergroup variance?,clustering,['variance']
564,Can you say something about intergroup variance?,clustering,['variance']
565,Can you explain briefly about intergroup variance?,clustering,['variance']
566,Can you give a short summary about intergroup variance?,clustering,"['variance', 'summary']"
567,What is euclidean space?,clustering,['euclidean']
568,Tell me about euclidean space?,clustering,['euclidean']
569,What do you know about euclidean space?,clustering,['euclidean']
570,Do you know about euclidean space?,clustering,['euclidean']
571,What is the process of euclidean space?,clustering,['euclidean']
572,How euclidean space works ?,clustering,['euclidean']
573,Tell me euclidean space?,clustering,['euclidean']
574,About euclidean space?,clustering,['euclidean']
575,Let me know about euclidean space?,clustering,['euclidean']
576,What do you say about euclidean space?,clustering,['euclidean']
577,What does euclidean space mean?,clustering,"['euclidean', 'mean']"
578,Explain euclidean space?,clustering,['euclidean']
579,Define euclidean space?,clustering,['euclidean']
580,Can you explain about euclidean space?,clustering,['euclidean']
581,Can you say something about euclidean space?,clustering,['euclidean']
582,Can you explain briefly about euclidean space?,clustering,['euclidean']
583,Can you give a short summary about euclidean space?,clustering,"['euclidean', 'summary']"
584,What is euclidean norm?,clustering,['euclidean']
585,Tell me about euclidean norm?,clustering,['euclidean']
586,What do you know about euclidean norm?,clustering,['euclidean']
587,Do you know about euclidean norm?,clustering,['euclidean']
588,What is the process of euclidean norm?,clustering,['euclidean']
589,How euclidean norm works ?,clustering,['euclidean']
590,Tell me euclidean norm?,clustering,['euclidean']
591,About euclidean norm?,clustering,['euclidean']
592,Let me know about euclidean norm?,clustering,['euclidean']
593,What do you say about euclidean norm?,clustering,['euclidean']
594,What does euclidean norm mean?,clustering,"['euclidean', 'mean']"
595,Explain euclidean norm?,clustering,['euclidean']
596,Define euclidean norm?,clustering,['euclidean']
597,Can you explain about euclidean norm?,clustering,['euclidean']
598,Can you say something about euclidean norm?,clustering,['euclidean']
599,Can you explain briefly about euclidean norm?,clustering,['euclidean']
600,Can you give a short summary about euclidean norm?,clustering,"['euclidean', 'summary']"
601,What is average linkage?,clustering,['average']
602,Tell me about average linkage?,clustering,['average']
603,What do you know about average linkage?,clustering,['average']
604,Do you know about average linkage?,clustering,['average']
605,What is the process of average linkage?,clustering,['average']
606,How average linkage works ?,clustering,['average']
607,Tell me average linkage?,clustering,['average']
608,About average linkage?,clustering,['average']
609,Let me know about average linkage?,clustering,['average']
610,What do you say about average linkage?,clustering,['average']
611,What does average linkagemean?,clustering,['average']
612,Explain average linkage?,clustering,['average']
613,Define average linkage?,clustering,['average']
614,Can you explain about average linkage?,clustering,['average']
615,Can you say something about average linkage?,clustering,['average']
616,Can you explain briefly about average linkage?,clustering,['average']
617,Can you give a short summary about average linkage?,clustering,"['summary', 'average']"
618,What are cartesian coordinates?,clustering,[]
619,Tell me about cartesian coordinates?,clustering,[]
620,What do you know about cartesian coordinates?,clustering,[]
621,Do you know about cartesian coordinates?,clustering,[]
622,What is the process of cartesian coordinates?,clustering,[]
623,How cartesian coordinates works ?,clustering,[]
624,Tell me cartesian coordinates?,clustering,[]
625,About cartesian coordinates?,clustering,[]
626,Let me know about cartesian coordinates?,clustering,[]
627,What do you say about cartesian coordinates?,clustering,[]
628,What does cartesian coordinates mean?,clustering,['mean']
629,Explain cartesian coordinates?,clustering,[]
630,Define cartesian coordinates?,clustering,[]
631,Can you explain about cartesian coordinates?,clustering,[]
632,Can you say something about cartesian coordinates?,clustering,[]
633,Can you explain briefly about cartesian coordinates?,clustering,[]
634,Can you give a short summary about cartesian coordinates?,clustering,['summary']
635,What is single linkage clustering?,clustering,['clustering']
636,Tell me about single linkage clustering?,clustering,['clustering']
637,What do you know about single linkage clustering?,clustering,['clustering']
638,Do you know about single linkage clustering?,clustering,['clustering']
639,What is the process of single linkage clustering?,clustering,['clustering']
640,How single linkage clustering works ?,clustering,['clustering']
641,Tell me single linkage clustering?,clustering,['clustering']
642,About single linkage clustering?,clustering,['clustering']
643,Let me know about single linkage clustering?,clustering,['clustering']
644,What do you say about single linkage clustering?,clustering,['clustering']
645,What does single linkage clustering mean?,clustering,"['clustering', 'mean']"
646,Explain single linkage clustering?,clustering,['clustering']
647,Define single linkage clustering?,clustering,['clustering']
648,Can you explain about single linkage clustering?,clustering,['clustering']
649,Can you say something about single linkage clustering?,clustering,['clustering']
650,Can you explain briefly about single linkage clustering?,clustering,['clustering']
651,Can you give a short summary about single linkage clustering?,clustering,"['clustering', 'summary']"
652,What is similarity?,clustering,[]
653,Tell me about similarity?,clustering,[]
654,What do you know about similarity?,clustering,[]
655,Do you know about similarity?,clustering,[]
656,What is the process of similarity?,clustering,[]
657,How similarity works ?,clustering,[]
658,Tell me similarity?,clustering,[]
659,About similarity?,clustering,[]
660,Let me know about similarity?,clustering,[]
661,What do you say about similarity?,clustering,[]
662,What does similaritymean?,clustering,[]
663,Explain similarity?,clustering,[]
664,Define similarity?,clustering,[]
665,Can you explain about similarity?,clustering,[]
666,Can you say something about similarity?,clustering,[]
667,Can you explain briefly about similarity?,clustering,[]
668,Can you give a short summary about similarity?,clustering,['summary']
669,What is distance matrix?,clustering,[]
670,Tell me about distance matrix?,clustering,[]
671,What do you know about distance matrix?,clustering,[]
672,Do you know about distance matrix?,clustering,[]
673,What is the process of distance matrix?,clustering,[]
674,How distance matrix works ?,clustering,[]
675,Tell me distance matrix?,clustering,[]
676,About distance matrix?,clustering,[]
677,Let me know about distance matrix?,clustering,[]
678,What do you say about distance matrix?,clustering,[]
679,What does distance matrixmean?,clustering,[]
680,Explain distance matrix?,clustering,[]
681,Define distance matrix?,clustering,[]
682,Can you explain about distance matrix?,clustering,[]
683,Can you say something about distance matrix?,clustering,[]
684,Can you explain briefly about distance matrix?,clustering,[]
685,Can you give a short summary about distance matrix?,clustering,['summary']
686,What is scree plot?,clustering,[]
687,Tell me about scree plot?,clustering,[]
688,What do you know about scree plot?,clustering,[]
689,Do you know about scree plot?,clustering,[]
690,What is the process of scree plot?,clustering,[]
691,How scree plot works ?,clustering,[]
692,Tell me scree plot?,clustering,[]
693,About scree plot?,clustering,[]
694,Let me know about scree plot?,clustering,[]
695,What do you say about scree plot?,clustering,[]
696,What does scree plotmean?,clustering,[]
697,Explain scree plot?,clustering,[]
698,Define scree plot?,clustering,[]
699,Can you explain about scree plot?,clustering,[]
700,Can you say something about scree plot?,clustering,[]
701,Can you explain briefly about scree plot?,clustering,[]
702,Can you give a short summary about scree plot?,clustering,['summary']
703,What is outlier in clustering?,clustering,"['outlier', 'clustering']"
704,Tell me about outlier in clustering?,clustering,"['outlier', 'clustering']"
705,What do you know about outlier in clustering?,clustering,"['outlier', 'clustering']"
706,Do you know about outlier in clustering?,clustering,"['outlier', 'clustering']"
707,What is the process of outlier in clustering?,clustering,"['outlier', 'clustering']"
708,How outlier in clustering works ?,clustering,"['outlier', 'clustering']"
709,Tell me outlier in clustering?,clustering,"['outlier', 'clustering']"
710,About outlier in clustering?,clustering,"['outlier', 'clustering']"
711,Let me know about outlier in clustering?,clustering,"['outlier', 'clustering']"
712,What do you say about outlier in clustering?,clustering,"['outlier', 'clustering']"
713,What does outlier in clusteringmean?,clustering,['outlier']
714,Explain outlier in clustering?,clustering,"['outlier', 'clustering']"
715,Define outlier in clustering?,clustering,"['outlier', 'clustering']"
716,Can you explain about outlier in clustering?,clustering,"['outlier', 'clustering']"
717,Can you say something about outlier in clustering?,clustering,"['outlier', 'clustering']"
718,Can you explain briefly about outlier in clustering?,clustering,"['outlier', 'clustering']"
